InvestorId;InvestmentId;InvestmentType;ISIN;City;FondsInvestor
Investor14;Investment28769;RealEstate;;City3769;
Investor37;Investment17399;Stock;ISIN56;;
Investor12;Investment9114;Stock;ISIN150;;
Investor10;Investment3525;Stock;ISIN112;;
Investor93;Investment24490;Stock;ISIN47;;
Investor90;Investment28920;RealEstate;;City3920;
Investor39;Investment1679;Stock;ISIN102;;
Investor79;Investment19679;Stock;ISIN38;;
Investor27;Investment27686;RealEstate;;City2686;
Investor23;Investment14810;Stock;ISIN187;;
Investor8;Investment21335;Stock;ISIN63;;
Investor36;Investment6130;Stock;ISIN7;;
Investor33;Investment1419;Stock;ISIN161;;
Investor39;Investment24879;Stock;ISIN96;;
Investor86;Investment11908;Stock;ISIN23;;
Investor63;Investment6260;Stock;ISIN89;;
Investor13;Investment20891;Stock;ISIN91;;
Investor91;Investment19410;Stock;ISIN92;;
Investor79;Investment1095;Stock;ISIN165;;
Investor3;Investment11786;Stock;ISIN54;;
Investor38;Investment19681;Stock;ISIN58;;
Investor47;Investment5764;Stock;ISIN19;;
Investor85;Investment1293;Stock;ISIN72;;
Investor25;Investment15630;Stock;ISIN69;;
Investor36;Investment3697;Stock;ISIN90;;
Investor79;Investment8014;Stock;ISIN184;;
Investor1;Investment18489;Stock;ISIN15;;
Investor46;Investment13202;Stock;ISIN154;;
Investor46;Investment29993;RealEstate;;City4993;
Investor7;Investment9574;Stock;ISIN181;;
Investor24;Investment11661;Stock;ISIN11;;
Investor88;Investment95;Stock;ISIN111;;
Investor40;Investment11361;Stock;ISIN88;;
Investor89;Investment306;Stock;ISIN25;;
Investor81;Investment25707;RealEstate;;City707;
Investor85;Investment12998;Stock;ISIN173;;
Investor77;Investment15822;Stock;ISIN99;;
Investor25;Investment12227;Stock;ISIN71;;
Investor34;Investment10000;Stock;ISIN96;;
Investor95;Investment9970;Stock;ISIN196;;
Investor41;Investment13616;Stock;ISIN153;;
Investor14;Investment26002;RealEstate;;City1002;
Investor26;Investment797;Stock;ISIN159;;
Investor65;Investment28300;RealEstate;;City3300;
Investor70;Investment5238;Stock;ISIN9;;
Investor86;Investment16811;Stock;ISIN110;;
Investor5;Investment13129;Stock;ISIN151;;
Investor35;Investment8476;Stock;ISIN185;;
Investor89;Investment27615;RealEstate;;City2615;
Investor96;Investment6375;Stock;ISIN138;;
Investor51;Investment18104;Stock;ISIN155;;
Investor69;Investment23146;Stock;ISIN158;;
Investor1;Investment18393;Stock;ISIN13;;
Investor18;Investment10876;Stock;ISIN144;;
Investor8;Investment8745;Stock;ISIN140;;
Investor65;Investment27744;RealEstate;;City2744;
Investor51;Investment8507;Stock;ISIN109;;
Investor86;Investment2568;Stock;ISIN53;;
Investor73;Investment6129;Stock;ISIN117;;
Investor13;Investment19883;Stock;ISIN25;;
Investor89;Investment21469;Stock;ISIN170;;
Investor91;Investment12136;Stock;ISIN145;;
Investor33;Investment5773;Stock;ISIN77;;
Investor20;Investment11644;Stock;ISIN52;;
Investor97;Investment29908;RealEstate;;City4908;
Investor19;Investment28096;RealEstate;;City3096;
Investor94;Investment8486;Stock;ISIN166;;
Investor42;Investment22039;Stock;ISIN91;;
Investor56;Investment1503;Stock;ISIN58;;
Investor0;Investment25584;RealEstate;;City584;
Investor85;Investment24685;Stock;ISIN127;;
Investor86;Investment8215;Stock;ISIN99;;
Investor56;Investment2184;Stock;ISIN166;;
Investor82;Investment1820;Stock;ISIN123;;
Investor60;Investment27893;RealEstate;;City2893;
Investor23;Investment24260;Stock;ISIN111;;
Investor21;Investment8404;Stock;ISIN3;;
Investor19;Investment6842;Stock;ISIN99;;
Investor53;Investment1845;Stock;ISIN20;;
Investor48;Investment6805;Stock;ISIN174;;
Investor74;Investment28187;RealEstate;;City3187;
Investor65;Investment3219;Stock;ISIN98;;
Investor56;Investment18285;Stock;ISIN108;;
Investor48;Investment2608;Stock;ISIN106;;
Investor54;Investment24472;Stock;ISIN5;;
Investor54;Investment12770;Stock;ISIN144;;
Investor86;Investment21370;Stock;ISIN77;;
Investor22;Investment4383;Stock;ISIN43;;
Investor81;Investment13650;Stock;ISIN183;;
Investor15;Investment26012;RealEstate;;City1012;
Investor34;Investment1743;Stock;ISIN54;;
Investor90;Investment2480;Stock;ISIN105;;
Investor50;Investment28061;RealEstate;;City3061;
Investor21;Investment17124;Stock;ISIN8;;
Investor6;Investment3927;Stock;ISIN180;;
Investor49;Investment21528;Stock;ISIN47;;
Investor80;Investment22664;Stock;ISIN92;;
Investor5;Investment4666;Stock;ISIN134;;
Investor66;Investment4303;Stock;ISIN38;;
Investor50;Investment49;Stock;ISIN59;;
Investor91;Investment16898;Stock;ISIN124;;
Investor61;Investment4343;Stock;ISIN31;;
Investor78;Investment5754;Stock;ISIN67;;
Investor88;Investment5593;Stock;ISIN40;;
Investor11;Investment19060;Stock;ISIN157;;
Investor63;Investment11384;Stock;ISIN92;;
Investor13;Investment8053;Stock;ISIN80;;
Investor18;Investment19376;Stock;ISIN187;;
Investor57;Investment11607;Stock;ISIN32;;
Investor83;Investment2962;Stock;ISIN149;;
Investor44;Investment258;Stock;ISIN109;;
Investor32;Investment1063;Stock;ISIN122;;
Investor32;Investment2635;Stock;ISIN71;;
Investor25;Investment27555;RealEstate;;City2555;
Investor38;Investment16397;Stock;ISIN161;;
Investor23;Investment709;Stock;ISIN15;;
Investor34;Investment111;Stock;ISIN137;;
Investor83;Investment29134;RealEstate;;City4134;
Investor65;Investment19648;Stock;ISIN19;;
Investor43;Investment4980;Stock;ISIN64;;
Investor32;Investment4861;Stock;ISIN82;;
Investor72;Investment13838;Stock;ISIN152;;
Investor60;Investment17369;Stock;ISIN137;;
Investor41;Investment16475;Stock;ISIN158;;
Investor65;Investment12411;Stock;ISIN197;;
Investor94;Investment12789;Stock;ISIN195;;
Investor35;Investment25739;RealEstate;;City739;
Investor35;Investment4284;Stock;ISIN124;;
Investor76;Investment13411;Stock;ISIN4;;
Investor10;Investment20031;Stock;ISIN26;;
Investor42;Investment20024;Stock;ISIN177;;
Investor15;Investment24660;Stock;ISIN126;;
Investor51;Investment21389;Stock;ISIN188;;
Investor2;Investment4731;Stock;ISIN2;;
Investor55;Investment6495;Stock;ISIN45;;
Investor13;Investment24217;Stock;ISIN145;;
Investor86;Investment2591;Stock;ISIN9;;
Investor67;Investment8046;Stock;ISIN170;;
Investor36;Investment17331;Stock;ISIN67;;
Investor89;Investment5060;Stock;ISIN48;;
Investor40;Investment21459;Stock;ISIN121;;
Investor67;Investment16856;Stock;ISIN39;;
Investor64;Investment25678;RealEstate;;City678;
Investor96;Investment11134;Stock;ISIN25;;
Investor69;Investment24257;Stock;ISIN0;;
Investor1;Investment24714;Stock;ISIN93;;
Investor57;Investment651;Stock;ISIN112;;
Investor25;Investment19198;Stock;ISIN182;;
Investor81;Investment28063;RealEstate;;City3063;
Investor81;Investment15254;Stock;ISIN23;;
Investor14;Investment4921;Stock;ISIN189;;
Investor95;Investment24305;Stock;ISIN33;;
Investor39;Investment20545;Stock;ISIN125;;
Investor22;Investment6823;Stock;ISIN126;;
Investor18;Investment21768;Stock;ISIN69;;
Investor19;Investment13104;Stock;ISIN31;;
Investor0;Investment25134;RealEstate;;City134;
Investor36;Investment22562;Stock;ISIN16;;
Investor22;Investment11736;Stock;ISIN11;;
Investor16;Investment18692;Stock;ISIN71;;
Investor27;Investment5790;Stock;ISIN42;;
Investor76;Investment3659;Stock;ISIN99;;
Investor40;Investment23839;Stock;ISIN14;;
Investor46;Investment11285;Stock;ISIN160;;
Investor41;Investment15939;Stock;ISIN74;;
Investor29;Investment5989;Stock;ISIN190;;
Investor79;Investment29232;RealEstate;;City4232;
Investor30;Investment18569;Stock;ISIN170;;
Investor68;Investment9016;Stock;ISIN43;;
Investor25;Investment2276;Stock;ISIN17;;
Investor36;Investment24152;Stock;ISIN101;;
Investor66;Investment15000;Stock;ISIN0;;
Investor46;Investment22310;Stock;ISIN179;;
Investor74;Investment16224;Stock;ISIN97;;
Investor3;Investment21052;Stock;ISIN62;;
Investor63;Investment9118;Stock;ISIN73;;
Investor7;Investment4619;Stock;ISIN23;;
Investor63;Investment19230;Stock;ISIN183;;
Investor70;Investment15292;Stock;ISIN108;;
Investor63;Investment29974;RealEstate;;City4974;
Investor36;Investment1767;Stock;ISIN138;;
Investor10;Investment21015;Stock;ISIN95;;
Investor52;Investment26961;RealEstate;;City1961;
Investor93;Investment19861;Stock;ISIN179;;
Investor95;Investment25621;RealEstate;;City621;
Investor45;Investment17056;Stock;ISIN162;;
Investor75;Investment25929;RealEstate;;City929;
Investor28;Investment14256;Stock;ISIN137;;
Investor83;Investment27350;RealEstate;;City2350;
Investor36;Investment17172;Stock;ISIN84;;
Investor12;Investment23456;Stock;ISIN120;;
Investor49;Investment12083;Stock;ISIN10;;
Investor44;Investment1087;Stock;ISIN43;;
Investor20;Investment19505;Stock;ISIN195;;
Investor61;Investment20308;Stock;ISIN49;;
Investor62;Investment5926;Stock;ISIN126;;
Investor27;Investment19909;Stock;ISIN146;;
Investor18;Investment14722;Stock;ISIN111;;
Investor55;Investment13250;Stock;ISIN138;;
Investor40;Investment2386;Stock;ISIN44;;
Investor21;Investment9761;Stock;ISIN189;;
Investor26;Investment8117;Stock;ISIN150;;
Investor55;Investment24081;Stock;ISIN43;;
Investor56;Investment2740;Stock;ISIN67;;
Investor44;Investment27330;RealEstate;;City2330;
Investor46;Investment27870;RealEstate;;City2870;
Investor49;Investment27324;RealEstate;;City2324;
Investor64;Investment12559;Stock;ISIN172;;
Investor19;Investment27149;RealEstate;;City2149;
Investor53;Investment27335;RealEstate;;City2335;
Investor11;Investment29092;RealEstate;;City4092;
Investor36;Investment26382;RealEstate;;City1382;
Investor65;Investment8410;Stock;ISIN118;;
Investor58;Investment9266;Stock;ISIN113;;
Investor78;Investment24852;Stock;ISIN194;;
Investor17;Investment9296;Stock;ISIN98;;
Investor23;Investment19922;Stock;ISIN12;;
Investor46;Investment4152;Stock;ISIN48;;
Investor50;Investment9382;Stock;ISIN145;;
Investor95;Investment20000;Stock;ISIN19;;
Investor52;Investment21930;Stock;ISIN128;;
Investor50;Investment25021;RealEstate;;City21;
Investor46;Investment26574;RealEstate;;City1574;
Investor32;Investment3657;Stock;ISIN42;;
Investor12;Investment23788;Stock;ISIN79;;
Investor86;Investment9303;Stock;ISIN153;;
Investor22;Investment20530;Stock;ISIN149;;
Investor26;Investment16113;Stock;ISIN32;;
Investor12;Investment22872;Stock;ISIN83;;
Investor39;Investment23646;Stock;ISIN142;;
Investor36;Investment13978;Stock;ISIN179;;
Investor88;Investment8999;Stock;ISIN164;;
Investor7;Investment26705;RealEstate;;City1705;
Investor30;Investment682;Stock;ISIN134;;
Investor42;Investment22786;Stock;ISIN81;;
Investor9;Investment26556;RealEstate;;City1556;
Investor54;Investment28155;RealEstate;;City3155;
Investor95;Investment20114;Stock;ISIN178;;
Investor48;Investment7047;Stock;ISIN180;;
Investor48;Investment26400;RealEstate;;City1400;
Investor95;Investment7908;Stock;ISIN14;;
Investor10;Investment15716;Stock;ISIN137;;
Investor9;Investment11513;Stock;ISIN72;;
Investor29;Investment23431;Stock;ISIN113;;
Investor24;Investment23659;Stock;ISIN192;;
Investor74;Investment12359;Stock;ISIN151;;
Investor83;Investment23534;Stock;ISIN144;;
Investor85;Investment28555;RealEstate;;City3555;
Investor40;Investment20706;Stock;ISIN192;;
Investor44;Investment14836;Stock;ISIN148;;
Investor39;Investment11860;Stock;ISIN113;;
Investor79;Investment25435;RealEstate;;City435;
Investor66;Investment2992;Stock;ISIN121;;
Investor58;Investment9673;Stock;ISIN86;;
Investor86;Investment8509;Stock;ISIN93;;
Investor69;Investment7525;Stock;ISIN105;;
Investor79;Investment29716;RealEstate;;City4716;
Investor22;Investment7286;Stock;ISIN101;;
Investor43;Investment3650;Stock;ISIN188;;
Investor57;Investment2643;Stock;ISIN103;;
Investor24;Investment29632;RealEstate;;City4632;
Investor22;Investment855;Stock;ISIN42;;
Investor52;Investment23309;Stock;ISIN195;;
Investor79;Investment32;Stock;ISIN3;;
Investor17;Investment686;Stock;ISIN82;;
Investor22;Investment7910;Stock;ISIN197;;
Investor28;Investment18481;Stock;ISIN32;;
Investor34;Investment21316;Stock;ISIN97;;
Investor15;Investment14169;Stock;ISIN127;;
Investor68;Investment13909;Stock;ISIN66;;
Investor62;Investment14475;Stock;ISIN162;;
Investor27;Investment10635;Stock;ISIN176;;
Investor96;Investment21945;Stock;ISIN14;;
Investor2;Investment15774;Stock;ISIN135;;
Investor98;Investment26866;RealEstate;;City1866;
Investor42;Investment16057;Stock;ISIN181;;
Investor41;Investment19777;Stock;ISIN30;;
Investor16;Investment27378;RealEstate;;City2378;
Investor7;Investment27132;RealEstate;;City2132;
Investor37;Investment4320;Stock;ISIN74;;
Investor3;Investment15821;Stock;ISIN141;;
Investor36;Investment20202;Stock;ISIN160;;
Investor84;Investment25382;RealEstate;;City382;
Investor66;Investment4855;Stock;ISIN48;;
Investor0;Investment750;Stock;ISIN11;;
Investor55;Investment21254;Stock;ISIN148;;
Investor21;Investment23668;Stock;ISIN162;;
Investor48;Investment19088;Stock;ISIN142;;
Investor42;Investment17008;Stock;ISIN172;;
Investor71;Investment9275;Stock;ISIN117;;
Investor29;Investment7866;Stock;ISIN132;;
Investor31;Investment8101;Stock;ISIN54;;
Investor51;Investment22451;Stock;ISIN122;;
Investor90;Investment7588;Stock;ISIN60;;
Investor23;Investment28147;RealEstate;;City3147;
Investor72;Investment17040;Stock;ISIN19;;
Investor57;Investment25674;RealEstate;;City674;
Investor28;Investment20912;Stock;ISIN67;;
Investor11;Investment7580;Stock;ISIN100;;
Investor2;Investment21446;Stock;ISIN64;;
Investor45;Investment2200;Stock;ISIN197;;
Investor48;Investment7879;Stock;ISIN68;;
Investor69;Investment12521;Stock;ISIN0;;
Investor71;Investment19850;Stock;ISIN122;;
Investor81;Investment19018;Stock;ISIN165;;
Investor11;Investment10866;Stock;ISIN191;;
Investor82;Investment8350;Stock;ISIN97;;
Investor64;Investment1782;Stock;ISIN183;;
Investor58;Investment7660;Stock;ISIN70;;
Investor44;Investment9040;Stock;ISIN147;;
Investor28;Investment16021;Stock;ISIN140;;
Investor62;Investment2215;Stock;ISIN92;;
Investor14;Investment18998;Stock;ISIN151;;
Investor6;Investment1260;Stock;ISIN47;;
Investor53;Investment19407;Stock;ISIN198;;
Investor87;Investment23574;Stock;ISIN16;;
Investor37;Investment25102;RealEstate;;City102;
Investor84;Investment13933;Stock;ISIN121;;
Investor79;Investment13958;Stock;ISIN186;;
Investor60;Investment13388;Stock;ISIN13;;
Investor0;Investment28517;RealEstate;;City3517;
Investor79;Investment223;Stock;ISIN160;;
Investor91;Investment14721;Stock;ISIN92;;
Investor42;Investment18535;Stock;ISIN154;;
Investor39;Investment987;Stock;ISIN28;;
Investor30;Investment25974;RealEstate;;City974;
Investor75;Investment29399;RealEstate;;City4399;
Investor6;Investment14222;Stock;ISIN176;;
Investor77;Investment21348;Stock;ISIN115;;
Investor26;Investment1799;Stock;ISIN58;;
Investor83;Investment9213;Stock;ISIN194;;
Investor12;Investment5137;Stock;ISIN196;;
Investor5;Investment5614;Stock;ISIN14;;
Investor5;Investment14898;Stock;ISIN126;;
Investor90;Investment6338;Stock;ISIN45;;
Investor54;Investment23926;Stock;ISIN125;;
Investor66;Investment1846;Stock;ISIN82;;
Investor13;Investment19076;Stock;ISIN181;;
Investor84;Investment21787;Stock;ISIN192;;
Investor88;Investment9239;Stock;ISIN14;;
Investor72;Investment21553;Stock;ISIN159;;
Investor56;Investment21913;Stock;ISIN103;;
Investor88;Investment7243;Stock;ISIN89;;
Investor97;Investment14467;Stock;ISIN127;;
Investor43;Investment26835;RealEstate;;City1835;
Investor65;Investment17914;Stock;ISIN92;;
Investor16;Investment15603;Stock;ISIN68;;
Investor44;Investment1746;Stock;ISIN122;;
Investor36;Investment16089;Stock;ISIN114;;
Investor35;Investment14582;Stock;ISIN73;;
Investor34;Investment12196;Stock;ISIN187;;
Investor71;Investment3480;Stock;ISIN94;;
Investor48;Investment109;Stock;ISIN90;;
Investor50;Investment2594;Stock;ISIN33;;
Investor2;Investment9422;Stock;ISIN127;;
Investor64;Investment25791;RealEstate;;City791;
Investor55;Investment10238;Stock;ISIN165;;
Investor26;Investment12071;Stock;ISIN66;;
Investor31;Investment6080;Stock;ISIN190;;
Investor50;Investment20195;Stock;ISIN43;;
Investor34;Investment18418;Stock;ISIN48;;
Investor76;Investment23460;Stock;ISIN135;;
Investor86;Investment2954;Stock;ISIN179;;
Investor32;Investment14740;Stock;ISIN135;;
Investor60;Investment23778;Stock;ISIN59;;
Investor15;Investment2821;Stock;ISIN178;;
Investor57;Investment9454;Stock;ISIN75;;
Investor9;Investment14048;Stock;ISIN69;;
Investor15;Investment9157;Stock;ISIN169;;
Investor98;Investment20894;Stock;ISIN39;;
Investor21;Investment22654;Stock;ISIN189;;
Investor24;Investment26112;RealEstate;;City1112;
Investor0;Investment6209;Stock;ISIN87;;
Investor90;Investment6034;Stock;ISIN23;;
Investor87;Investment20747;Stock;ISIN44;;
Investor43;Investment21864;Stock;ISIN45;;
Investor90;Investment3047;Stock;ISIN75;;
Investor92;Investment14982;Stock;ISIN198;;
Investor98;Investment18802;Stock;ISIN60;;
Investor72;Investment932;Stock;ISIN134;;
Investor13;Investment20777;Stock;ISIN51;;
Investor31;Investment13559;Stock;ISIN141;;
Investor68;Investment14470;Stock;ISIN49;;
Investor41;Investment22153;Stock;ISIN167;;
Investor91;Investment27544;RealEstate;;City2544;
Investor11;Investment5213;Stock;ISIN170;;
Investor63;Investment25325;RealEstate;;City325;
Investor54;Investment13097;Stock;ISIN86;;
Investor3;Investment28230;RealEstate;;City3230;
Investor25;Investment17929;Stock;ISIN2;;
Investor97;Investment1624;Stock;ISIN102;;
Investor39;Investment16944;Stock;ISIN131;;
Investor80;Investment23159;Stock;ISIN147;;
Investor33;Investment26116;RealEstate;;City1116;
Investor53;Investment441;Stock;ISIN69;;
Investor95;Investment17454;Stock;ISIN91;;
Investor68;Investment2658;Stock;ISIN191;;
Investor55;Investment19389;Stock;ISIN116;;
Investor37;Investment24175;Stock;ISIN150;;
Investor27;Investment18663;Stock;ISIN107;;
Investor8;Investment25347;RealEstate;;City347;
Investor7;Investment7841;Stock;ISIN9;;
Investor29;Investment11071;Stock;ISIN132;;
Investor37;Investment8205;Stock;ISIN28;;
Investor14;Investment18708;Stock;ISIN125;;
Investor9;Investment16255;Stock;ISIN164;;
Investor71;Investment5805;Stock;ISIN166;;
Investor57;Investment17417;Stock;ISIN158;;
Investor61;Investment1557;Stock;ISIN10;;
Investor57;Investment25346;RealEstate;;City346;
Investor73;Investment5985;Stock;ISIN39;;
Investor62;Investment28407;RealEstate;;City3407;
Investor27;Investment12265;Stock;ISIN137;;
Investor58;Investment15015;Stock;ISIN0;;
Investor36;Investment27802;RealEstate;;City2802;
Investor2;Investment22472;Stock;ISIN158;;
Investor8;Investment11494;Stock;ISIN33;;
Investor44;Investment22504;Stock;ISIN57;;
Investor40;Investment9636;Stock;ISIN51;;
Investor48;Investment3513;Stock;ISIN140;;
Investor51;Investment12004;Stock;ISIN42;;
Investor3;Investment2243;Stock;ISIN75;;
Investor5;Investment13590;Stock;ISIN54;;
Investor88;Investment23471;Stock;ISIN144;;
Investor0;Investment21667;Stock;ISIN84;;
Investor80;Investment2077;Stock;ISIN174;;
Investor43;Investment23108;Stock;ISIN190;;
Investor66;Investment21487;Stock;ISIN37;;
Investor36;Investment26316;RealEstate;;City1316;
Investor91;Investment16922;Stock;ISIN133;;
Investor73;Investment25633;RealEstate;;City633;
Investor34;Investment15854;Stock;ISIN38;;
Investor55;Investment21833;Stock;ISIN80;;
Investor70;Investment21543;Stock;ISIN165;;
Investor64;Investment3595;Stock;ISIN141;;
Investor6;Investment26778;RealEstate;;City1778;
Investor1;Investment22307;Stock;ISIN63;;
Investor30;Investment8199;Stock;ISIN6;;
Investor26;Investment22093;Stock;ISIN52;;
Investor81;Investment16736;Stock;ISIN66;;
Investor39;Investment7626;Stock;ISIN25;;
Investor6;Investment23773;Stock;ISIN43;;
Investor91;Investment5918;Stock;ISIN124;;
Investor44;Investment6189;Stock;ISIN65;;
Investor51;Investment24932;Stock;ISIN5;;
Investor35;Investment348;Stock;ISIN169;;
Investor12;Investment27103;RealEstate;;City2103;
Investor21;Investment3867;Stock;ISIN123;;
Investor95;Investment7097;Stock;ISIN9;;
Investor50;Investment25901;RealEstate;;City901;
Investor86;Investment475;Stock;ISIN114;;
Investor24;Investment25572;RealEstate;;City572;
Investor15;Investment8273;Stock;ISIN12;;
Investor87;Investment7209;Stock;ISIN171;;
Investor75;Investment12357;Stock;ISIN43;;
Investor4;Investment15216;Stock;ISIN41;;
Investor1;Investment27288;RealEstate;;City2288;
Investor40;Investment16691;Stock;ISIN155;;
Investor37;Investment25356;RealEstate;;City356;
Investor33;Investment3243;Stock;ISIN52;;
Investor65;Investment12010;Stock;ISIN148;;
Investor4;Investment79;Stock;ISIN176;;
Investor20;Investment29053;RealEstate;;City4053;
Investor68;Investment22431;Stock;ISIN154;;
Investor83;Investment21570;Stock;ISIN180;;
Investor38;Investment10232;Stock;ISIN5;;
Investor6;Investment10583;Stock;ISIN185;;
Investor55;Investment7956;Stock;ISIN70;;
Investor93;Investment24566;Stock;ISIN46;;
Investor30;Investment1889;Stock;ISIN80;;
Investor1;Investment1249;Stock;ISIN135;;
Investor76;Investment23905;Stock;ISIN65;;
Investor17;Investment4473;Stock;ISIN57;;
Investor58;Investment14088;Stock;ISIN66;;
Investor9;Investment24082;Stock;ISIN196;;
Investor45;Investment2884;Stock;ISIN129;;
Investor10;Investment10839;Stock;ISIN46;;
Investor60;Investment15235;Stock;ISIN192;;
Investor37;Investment2946;Stock;ISIN35;;
Investor64;Investment18745;Stock;ISIN56;;
Investor68;Investment4010;Stock;ISIN140;;
Investor21;Investment13882;Stock;ISIN25;;
Investor69;Investment25681;RealEstate;;City681;
Investor84;Investment16167;Stock;ISIN198;;
Investor4;Investment14597;Stock;ISIN189;;
Investor49;Investment8633;Stock;ISIN33;;
Investor18;Investment3730;Stock;ISIN138;;
Investor66;Investment24600;Stock;ISIN160;;
Investor93;Investment6558;Stock;ISIN175;;
Investor59;Investment22440;Stock;ISIN150;;
Investor5;Investment27712;RealEstate;;City2712;
Investor60;Investment6273;Stock;ISIN2;;
Investor92;Investment17869;Stock;ISIN46;;
Investor92;Investment16515;Stock;ISIN10;;
Investor15;Investment2659;Stock;ISIN15;;
Investor34;Investment12420;Stock;ISIN35;;
Investor84;Investment21116;Stock;ISIN70;;
Investor22;Investment8795;Stock;ISIN31;;
Investor60;Investment5542;Stock;ISIN57;;
Investor12;Investment16231;Stock;ISIN180;;
Investor29;Investment7354;Stock;ISIN104;;
Investor55;Investment1193;Stock;ISIN169;;
Investor27;Investment23752;Stock;ISIN90;;
Investor65;Investment17115;Stock;ISIN0;;
Investor49;Investment4268;Stock;ISIN98;;
Investor10;Investment19504;Stock;ISIN86;;
Investor6;Investment7457;Stock;ISIN192;;
Investor56;Investment1494;Stock;ISIN35;;
Investor78;Investment22532;Stock;ISIN6;;
Investor30;Investment25092;RealEstate;;City92;
Investor93;Investment24991;Stock;ISIN130;;
Investor40;Investment15685;Stock;ISIN9;;
Investor2;Investment1395;Stock;ISIN5;;
Investor72;Investment27303;RealEstate;;City2303;
Investor63;Investment2876;Stock;ISIN155;;
Investor43;Investment4644;Stock;ISIN146;;
Investor34;Investment23709;Stock;ISIN77;;
Investor34;Investment19471;Stock;ISIN191;;
Investor64;Investment6237;Stock;ISIN176;;
Investor33;Investment7122;Stock;ISIN151;;
Investor19;Investment1947;Stock;ISIN115;;
Investor38;Investment22195;Stock;ISIN16;;
Investor60;Investment1364;Stock;ISIN5;;
Investor33;Investment19966;Stock;ISIN180;;
Investor25;Investment23614;Stock;ISIN28;;
Investor39;Investment15238;Stock;ISIN157;;
Investor83;Investment237;Stock;ISIN76;;
Investor24;Investment2242;Stock;ISIN55;;
Investor42;Investment2972;Stock;ISIN151;;
Investor73;Investment19509;Stock;ISIN58;;
Investor59;Investment11275;Stock;ISIN24;;
Investor86;Investment991;Stock;ISIN42;;
Investor98;Investment24254;Stock;ISIN152;;
Investor24;Investment29899;RealEstate;;City4899;
Investor34;Investment12604;Stock;ISIN174;;
Investor12;Investment18476;Stock;ISIN176;;
Investor93;Investment10348;Stock;ISIN144;;
Investor4;Investment22013;Stock;ISIN57;;
Investor35;Investment20093;Stock;ISIN101;;
Investor93;Investment19764;Stock;ISIN197;;
Investor43;Investment28671;RealEstate;;City3671;
Investor61;Investment21069;Stock;ISIN122;;
Investor87;Investment29097;RealEstate;;City4097;
Investor63;Investment99;Stock;ISIN109;;
Investor65;Investment22473;Stock;ISIN169;;
Investor63;Investment27059;RealEstate;;City2059;
Investor58;Investment2598;Stock;ISIN13;;
Investor19;Investment3962;Stock;ISIN61;;
Investor28;Investment891;Stock;ISIN141;;
Investor70;Investment18443;Stock;ISIN154;;
Investor0;Investment9506;Stock;ISIN134;;
Investor49;Investment9959;Stock;ISIN81;;
Investor57;Investment5813;Stock;ISIN187;;
Investor26;Investment7621;Stock;ISIN155;;
Investor91;Investment21912;Stock;ISIN133;;
Investor89;Investment20134;Stock;ISIN97;;
Investor93;Investment9696;Stock;ISIN14;;
Investor92;Investment729;Stock;ISIN87;;
Investor39;Investment29313;RealEstate;;City4313;
Investor10;Investment9934;Stock;ISIN32;;
Investor25;Investment1874;Stock;ISIN2;;
Investor81;Investment15344;Stock;ISIN19;;
Investor13;Investment16560;Stock;ISIN29;;
Investor5;Investment3425;Stock;ISIN109;;
Investor70;Investment11159;Stock;ISIN80;;
Investor6;Investment20074;Stock;ISIN5;;
Investor40;Investment23465;Stock;ISIN183;;
Investor76;Investment14112;Stock;ISIN103;;
Investor37;Investment3037;Stock;ISIN126;;
Investor51;Investment4545;Stock;ISIN8;;
Investor49;Investment19547;Stock;ISIN95;;
Investor29;Investment21489;Stock;ISIN51;;
Investor98;Investment9698;Stock;ISIN109;;
Investor69;Investment2399;Stock;ISIN15;;
Investor89;Investment4083;Stock;ISIN159;;
Investor57;Investment19176;Stock;ISIN28;;
Investor50;Investment3072;Stock;ISIN91;;
Investor96;Investment15338;Stock;ISIN39;;
Investor67;Investment24020;Stock;ISIN154;;
Investor60;Investment12662;Stock;ISIN64;;
Investor80;Investment7852;Stock;ISIN50;;
Investor63;Investment28917;RealEstate;;City3917;
Investor94;Investment24513;Stock;ISIN34;;
Investor70;Investment20392;Stock;ISIN34;;
Investor73;Investment20019;Stock;ISIN16;;
Investor9;Investment28064;RealEstate;;City3064;
Investor29;Investment28041;RealEstate;;City3041;
Investor72;Investment21944;Stock;ISIN103;;
Investor32;Investment15110;Stock;ISIN155;;
Investor44;Investment23909;Stock;ISIN56;;
Investor17;Investment11459;Stock;ISIN5;;
Investor0;Investment23730;Stock;ISIN165;;
Investor63;Investment15989;Stock;ISIN108;;
Investor24;Investment26752;RealEstate;;City1752;
Investor67;Investment4939;Stock;ISIN1;;
Investor61;Investment8174;Stock;ISIN94;;
Investor47;Investment20351;Stock;ISIN103;;
Investor82;Investment26641;RealEstate;;City1641;
Investor91;Investment23109;Stock;ISIN119;;
Investor59;Investment12578;Stock;ISIN108;;
Investor23;Investment16677;Stock;ISIN191;;
Investor80;Investment11988;Stock;ISIN163;;
Investor81;Investment25549;RealEstate;;City549;
Investor76;Investment7193;Stock;ISIN57;;
Investor21;Investment15061;Stock;ISIN12;;
Investor70;Investment8217;Stock;ISIN194;;
Investor50;Investment26785;RealEstate;;City1785;
Investor87;Investment23933;Stock;ISIN69;;
Investor36;Investment80;Stock;ISIN65;;
